id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_W,call_ratio
914,694,0.4,193,983,1230,3676,12,8,5,Yes,3,quad,medium,Dual,15.0,20.0,35.990234375,LCD,g,1183.38,1209090,384.375,138.8
915,1265,0.5,90,275,687,1518,16,11,8,No,4,single,low,Dual,4.0,5.0,48.59375,LCD,b,653.78,188925,156.13636363636363,158.125
916,816,0.9,198,149,558,1018,17,10,15,Yes,3,triple,low,Single,4.0,13.0,13.9228515625,LCD,none,624.99,83142,139.5,54.4
917,904,0.4,168,42,507,1360,15,12,11,No,4,triple,medium,Single,3.0,4.0,34.4697265625,LCD,none,665.51,21294,105.625,82.18181818181819
918,979,0.5,164,793,1670,3449,5,2,14,No,4,hepta,low,Dual,,2.0,5.1728515625,LCD,none,820.49,1324310,2087.5,69.92857142857143
919,1531,0.4,162,625,765,2524,13,11,7,No,4,hexa,medium,Single,,1.0,59.0029296875,LCD,none,953.62,478125,173.86363636363637,218.71428571428572
920,934,0.7,182,521,1190,703,10,8,7,No,2,octa,medium,Dual,2.0,15.0,30.04296875,LCD,b,467.27,619990,371.875,133.42857142857142
921,1624,1.0,200,1530,1744,1251,13,4,18,Yes,2,triple,high,Dual,,11.0,56.9228515625,Touch,b,686.91,2668320,1090.0,90.22222222222223
922,874,0.5,185,442,1248,582,6,4,15,No,2,single,medium,Single,5.0,20.0,7.8291015625,LCD,none,415.89,551616,780.0,58.266666666666666
923,1027,0.8,102,152,714,1732,8,5,13,Yes,2,penta,medium,Single,,4.0,61.8583984375,Touch,a,375.01,108528,357.0,79.0
924,1966,0.2,144,1242,1973,1252,6,4,19,No,4,single,low,Dual,15.0,16.0,47.0537109375,Touch,b,1049.05,2450466,1233.125,103.47368421052632
925,1048,1.0,182,29,1670,2146,11,10,2,Yes,4,single,medium,Single,2.0,4.0,29.2275390625,LCD,none,865.13,48430,417.5,524.0
926,1496,0.1,126,501,506,1927,17,4,6,Yes,2,quad,medium,Dual,13.0,14.0,38.0595703125,LCD,b,540.56,253506,316.25,249.33333333333334
927,959,0.4,155,87,736,3328,10,9,10,Yes,3,quad,medium,Single,15.0,16.0,13.52734375,Touch,g,896.56,64032,204.44444444444443,95.9
928,1349,0.1,105,648,1019,2462,15,7,17,Yes,3,hepta,medium,Dual,5.0,7.0,54.3544921875,LCD,a,631.05,660312,363.92857142857144,79.3529411764706
929,1689,0.9,168,521,674,1172,12,11,17,Yes,4,dual,high,Dual,,9.0,13.419921875,Touch,b,757.96,351154,153.1818181818182,99.3529411764706
930,1558,0.1,146,120,1409,3598,9,2,12,Yes,4,single,high,Single,,1.0,27.11328125,LCD,b,1171.71,169080,1761.25,129.83333333333334
931,582,0.2,168,985,1420,2437,19,2,2,No,3,triple,low,Dual,3.0,10.0,26.5771484375,Touch,b,604.26,1398700,1775.0,291.0
932,1485,0.1,138,341,774,3271,14,12,8,No,4,quad,high,Single,3.0,14.0,43.8857421875,Touch,none,1002.71,263934,161.25,185.625
933,1991,0.7,94,751,1377,1511,17,8,9,Yes,2,triple,medium,Single,11.0,12.0,9.3349609375,LCD,none,656.18,1034127,430.3125,221.22222222222223
934,553,0.5,119,993,1517,2981,7,3,14,No,4,triple,low,Dual,2.0,3.0,22.5,LCD,none,955.3,1506381,1264.1666666666667,39.5
935,1231,0.9,113,43,1663,3119,9,4,15,No,3,single,low,Dual,2.0,7.0,7.15234375,Touch,none,924.14,71509,1039.375,82.06666666666666
936,805,0.6,88,1262,1538,3647,18,11,9,No,3,hexa,low,Single,1.0,2.0,33.40234375,LCD,b,932.58,1940956,349.5454545454545,89.44444444444444
937,764,1.0,152,361,511,3148,18,7,6,Yes,3,octa,medium,Dual,1.0,2.0,13.001953125,Touch,none,985.02,184471,182.5,127.33333333333333
938,894,0.2,130,104,541,2829,11,5,13,No,4,triple,low,Single,5.0,15.0,53.048828125,LCD,n,892.69,56264,270.5,68.76923076923077
939,1589,0.4,84,618,940,2373,11,9,20,No,3,triple,high,Single,9.0,16.0,45.611328125,Touch,none,996.95,580920,261.1111111111111,79.45
940,1456,0.1,80,815,1666,3998,6,3,13,No,4,octa,medium,Dual,9.0,10.0,38.2822265625,Touch,none,1487.92,1357790,1388.3333333333335,112.0
941,743,0.3,95,1587,1659,316,19,10,4,No,4,dual,low,Dual,,1.0,32.7890625,LCD,none,628.58,2632833,414.75,185.75
942,1061,0.1,109,138,1330,999,16,12,9,Yes,4,hepta,medium,Single,3.0,4.0,51.50390625,Touch,none,766.83,183540,277.0833333333333,117.88888888888889
943,1428,0.1,153,584,983,1808,12,8,13,Yes,2,quad,medium,Single,,2.0,7.0693359375,Touch,none,454.71,574072,307.1875,109.84615384615384
944,674,0.2,93,750,772,589,18,6,4,Yes,4,triple,high,Dual,,,8.1865234375,Touch,none,713.99,579000,321.66666666666663,168.5
945,832,0.3,93,820,1366,3317,8,0,19,No,4,hexa,medium,Single,,,45.28125,Touch,none,1052.31,1120120,inf,43.78947368421053
946,1625,0.1,107,8,1219,670,16,3,8,Yes,4,octa,low,Dual,2.0,17.0,49.505859375,LCD,none,863.66,9752,1015.8333333333333,203.125
947,907,0.2,151,171,507,584,11,9,6,No,3,single,medium,Dual,3.0,16.0,41.5224609375,LCD,none,490.23,86697,140.83333333333334,151.16666666666666
948,1631,0.5,166,960,1735,2173,12,3,8,No,4,dual,low,Single,2.0,16.0,13.0673828125,Touch,none,968.81,1665600,1445.8333333333335,203.875
949,1584,0.6,135,160,1291,1561,10,5,17,Yes,2,quad,medium,Single,6.0,15.0,40.53515625,LCD,a,615.63,206560,645.5,93.17647058823529
950,1382,0.3,199,612,719,2073,16,7,9,Yes,4,dual,low,Single,7.0,18.0,13.166015625,LCD,g,941.0,440028,256.7857142857143,153.55555555555554
951,633,0.7,102,709,1915,1401,19,14,11,Yes,4,hexa,medium,Single,,10.0,45.740234375,Touch,none,782.12,1357735,341.96428571428567,57.54545454545455
952,1444,0.4,104,624,917,3764,14,9,10,Yes,2,hepta,medium,Single,9.0,16.0,37.6943359375,LCD,none,960.26,572208,254.72222222222223,144.4
953,852,0.4,147,538,730,1275,13,7,12,Yes,4,penta,medium,Dual,6.0,7.0,53.6083984375,LCD,g,744.51,392740,260.7142857142857,71.0
954,922,1.0,157,1295,1808,1464,17,4,12,Yes,4,octa,low,Single,,14.0,46.830078125,LCD,g,814.5,2341360,1130.0,76.83333333333333
955,1745,0.1,159,1164,1908,2885,13,11,5,No,4,triple,medium,Dual,4.0,16.0,55.9775390625,Touch,b,1151.17,2220912,433.6363636363637,349.0
956,862,0.1,107,829,1977,3458,9,4,9,No,4,octa,high,Single,9.0,14.0,6.662109375,Touch,n,957.24,1638933,1235.625,95.77777777777777
957,1754,1.0,101,199,1452,3019,11,6,19,Yes,4,quad,medium,Dual,1.0,3.0,51.6669921875,LCD,g,817.83,288948,605.0,92.3157894736842
958,1008,1.0,109,825,1972,1083,6,4,6,No,2,single,high,Single,3.0,14.0,35.17578125,LCD,none,604.45,1626900,1232.5,168.0
959,1569,0.2,147,519,930,3538,18,1,15,No,3,single,low,Dual,3.0,13.0,32.4423828125,LCD,g,1018.38,482670,2325.0,104.6
960,1596,0.7,149,169,1190,2493,14,12,13,No,3,dual,high,Dual,7.0,9.0,7.3466796875,Touch,n,875.91,201110,247.91666666666669,122.76923076923077
961,1807,0.1,134,1734,1968,3726,8,5,15,Yes,4,hexa,low,Dual,2.0,6.0,59.751953125,LCD,none,1261.51,3412512,984.0,120.46666666666667
962,1660,0.8,184,76,1165,1531,12,0,7,No,2,single,high,Dual,4.0,6.0,7.74609375,LCD,none,832.51,88540,inf,237.14285714285714
963,1861,0.5,148,1698,1877,601,7,5,4,Yes,4,hepta,low,Single,4.0,8.0,54.162109375,LCD,none,920.33,3187146,938.5,465.25
964,648,1.0,91,819,1997,2991,8,7,4,No,2,penta,medium,Dual,4.0,19.0,8.05078125,LCD,a,775.67,1635543,713.2142857142857,162.0
965,1379,0.3,134,387,671,3912,11,2,19,No,2,octa,low,Dual,1.0,17.0,18.6591796875,Touch,g,966.17,259677,838.75,72.57894736842105
966,1910,0.6,115,985,1284,309,8,4,10,Yes,2,dual,medium,Single,,,33.771484375,LCD,a,570.49,1264740,802.5,191.0
967,1807,0.5,155,970,974,323,9,3,3,No,4,octa,medium,Dual,,,13.099609375,Touch,b,532.85,944780,811.6666666666667,602.3333333333334
968,1923,0.5,191,767,1759,1489,10,9,3,No,3,single,low,Dual,7.0,10.0,45.619140625,Touch,b,690.32,1349153,488.61111111111114,641.0
969,1345,0.1,162,512,1465,1322,9,2,15,Yes,4,triple,high,Single,7.0,11.0,37.4296875,LCD,none,971.83,750080,1831.25,89.66666666666667
970,904,0.2,102,56,760,1846,7,0,3,No,4,octa,medium,Dual,5.0,9.0,14.044921875,LCD,b,688.18,42560,inf,301.3333333333333
971,1239,0.9,122,590,661,417,8,0,6,No,4,dual,medium,Dual,5.0,10.0,51.3955078125,LCD,b,684.99,389990,inf,206.5
972,1330,0.8,84,462,1304,3269,19,6,8,No,4,quad,low,Single,6.0,12.0,51.63671875,Touch,none,782.35,602448,543.3333333333334,166.25
973,516,0.9,138,126,698,3731,17,13,15,Yes,2,single,low,Dual,1.0,12.0,29.39453125,LCD,none,951.62,87948,134.23076923076923,34.4
974,672,0.9,95,578,1143,667,17,8,14,Yes,2,quad,low,Dual,,11.0,53.26953125,LCD,none,384.98,660654,357.1875,48.0
975,892,0.4,94,655,1782,1241,12,3,9,Yes,4,single,low,Single,,18.0,46.4697265625,LCD,a,748.75,1167210,1485.0,99.11111111111111
976,1778,0.5,101,1028,1445,3941,19,6,13,No,4,hexa,low,Single,,11.0,23.0302734375,LCD,none,1354.18,1485460,602.0833333333334,136.76923076923077
977,1130,0.1,132,88,1261,1018,17,1,16,Yes,4,penta,high,Single,4.0,14.0,57.1240234375,LCD,none,701.91,110968,3152.5,70.625
978,1359,0.3,86,1692,1902,3142,19,3,17,No,2,dual,low,Single,4.0,6.0,57.8828125,Touch,a,836.71,3218184,1585.0,79.94117647058823
979,1866,0.8,89,358,1782,1444,7,4,20,Yes,4,penta,high,Dual,3.0,9.0,46.701171875,LCD,none,1024.55,637956,1113.75,93.3
980,1597,0.4,89,64,1667,934,16,10,9,No,2,single,high,Single,11.0,14.0,33.896484375,Touch,none,313.21,106688,416.75,177.44444444444446
981,1046,0.2,100,259,1040,3863,17,12,9,Yes,4,octa,high,Dual,,,57.2041015625,Touch,g,1271.95,269360,216.66666666666669,116.22222222222223
982,1035,0.5,99,236,1960,3506,14,5,12,No,4,triple,low,Dual,2.0,3.0,43.451171875,Touch,none,1076.75,462560,980.0,86.25
983,1175,0.3,164,873,1394,1944,9,4,9,Yes,3,hepta,medium,Single,2.0,9.0,18.83203125,Touch,none,646.43,1216962,871.25,130.55555555555554
984,1261,0.2,90,858,1591,348,14,9,14,Yes,4,quad,low,Dual,,,11.30859375,LCD,a,674.63,1365078,441.94444444444446,90.07142857142857
985,1068,0.5,124,1405,1910,550,12,8,6,No,3,quad,low,Dual,9.0,15.0,50.525390625,Touch,none,650.62,2683550,596.875,178.0
986,1713,0.9,104,237,890,971,11,10,10,No,4,hepta,high,Dual,5.0,17.0,20.607421875,LCD,none,732.45,210930,222.5,171.3
987,1688,0.2,170,650,864,3984,17,14,8,No,4,hepta,high,Single,,,20.9873046875,Touch,a,1314.23,561600,154.28571428571428,211.0
988,1413,0.4,104,1949,1994,2973,17,8,15,Yes,4,penta,low,Dual,4.0,6.0,44.1572265625,LCD,n,1044.36,3886306,623.125,94.2
989,559,0.4,82,541,823,2019,10,4,16,Yes,3,penta,low,Single,10.0,14.0,10.8486328125,Touch,b,656.88,445243,514.375,34.9375
990,1483,0.6,146,361,1552,1587,9,4,19,Yes,2,hepta,high,Dual,13.0,19.0,19.0302734375,LCD,none,795.58,560272,970.0,78.05263157894737
991,860,0.5,187,335,1463,1870,17,2,18,Yes,3,hepta,medium,Dual,13.0,18.0,47.34765625,LCD,none,606.14,490105,1828.75,47.77777777777778
992,1090,0.1,91,1638,1910,1352,5,1,11,No,2,quad,medium,Dual,5.0,16.0,26.9716796875,Touch,none,891.31,3128580,4775.0,99.0909090909091
993,686,0.3,91,1109,1392,570,7,6,19,Yes,2,hexa,low,Single,11.0,15.0,3.052734375,Touch,none,517.77,1543728,580.0,36.10526315789474
994,818,0.9,177,111,510,546,12,6,7,No,3,hexa,medium,Single,14.0,15.0,42.6416015625,Touch,a,535.82,56610,212.5,116.85714285714286
995,1456,0.2,193,1285,1427,3624,12,11,16,No,3,triple,medium,Dual,5.0,20.0,48.46875,Touch,none,1241.18,1833695,324.3181818181818,91.0
996,774,0.5,188,1480,1731,2944,8,6,2,No,4,dual,low,Dual,2.0,9.0,10.2607421875,Touch,b,1005.89,2561880,721.25,387.0
997,1068,0.9,197,322,875,1209,19,12,12,No,4,octa,low,Dual,,9.0,19.0498046875,Touch,none,757.78,281750,182.29166666666669,89.0
998,1373,0.9,141,1220,1348,2752,15,2,7,Yes,4,hexa,medium,Dual,1.0,12.0,28.8349609375,Touch,g,969.51,1644560,1685.0,196.14285714285714
999,1777,0.6,188,511,616,3868,5,1,7,Yes,2,hexa,high,Single,3.0,5.0,19.9814453125,Touch,b,880.92,314776,1540.0,253.85714285714286
1000,594,0.1,132,1011,1263,3087,16,4,4,No,4,penta,low,Single,2.0,3.0,28.0205078125,Touch,n,1043.43,1276893,789.375,148.5
1001,1524,0.5,124,629,635,947,11,4,16,No,2,dual,high,Dual,5.0,12.0,56.4111328125,Touch,b,657.11,399415,396.875,95.25
1002,511,0.1,175,140,622,1484,9,7,8,Yes,3,triple,low,Dual,12.0,16.0,49.5390625,LCD,none,633.0,87080,222.14285714285717,63.875
1003,1402,0.3,87,1081,1767,347,17,0,12,Yes,3,hepta,low,Dual,3.0,12.0,45.271484375,LCD,n,708.27,1910127,inf,116.83333333333333
1004,965,1.0,131,297,653,3227,12,6,8,Yes,3,octa,low,Single,15.0,19.0,52.1416015625,LCD,none,1204.08,193941,272.0833333333333,120.625
1005,1270,0.5,104,1512,1716,3299,13,4,16,Yes,2,penta,high,Single,,1.0,56.787109375,LCD,g,853.98,2594592,1072.5,79.375
1006,919,0.3,159,275,570,1028,8,4,17,No,3,single,low,Dual,11.0,15.0,13.7294921875,LCD,none,533.74,156750,356.25,54.05882352941177
1007,1963,0.1,157,1136,1813,714,18,2,2,Yes,4,dual,medium,Single,16.0,17.0,33.77734375,LCD,n,802.77,2059568,2266.25,981.5
1008,1977,0.4,173,1145,1356,2641,8,2,7,No,2,octa,medium,Dual,2.0,6.0,30.720703125,LCD,none,1281.39,1552620,1695.0,282.42857142857144
1009,1881,0.3,158,477,1553,1229,12,0,14,No,3,penta,medium,Single,4.0,7.0,50.4404296875,LCD,none,777.19,740781,inf,134.35714285714286
1010,683,0.9,173,954,1985,2622,16,3,5,No,2,quad,low,Single,5.0,17.0,19.005859375,LCD,b,761.1,1893690,1654.1666666666665,136.6
1011,772,0.1,100,741,1471,929,13,6,18,No,2,dual,high,Dual,7.0,10.0,6.154296875,Touch,a,507.1,1090011,612.9166666666666,42.888888888888886
1012,536,0.7,135,547,705,1211,15,10,7,Yes,4,triple,medium,Single,,,52.5654296875,LCD,a,747.74,385635,176.25,76.57142857142857
1013,1694,1.0,186,1194,1208,1653,7,5,6,No,3,hexa,medium,Single,,,52.5712890625,LCD,none,968.34,1442352,604.0,282.3333333333333
1014,1633,0.9,111,146,906,511,9,0,7,No,4,dual,medium,Dual,3.0,19.0,32.6142578125,Touch,none,871.03,132276,inf,233.28571428571428
1015,1371,0.5,167,471,663,3034,13,6,8,No,2,quad,low,Single,4.0,19.0,51.8115234375,LCD,none,759.82,312273,276.25,171.375
1016,551,0.1,172,169,1916,1414,6,1,19,Yes,4,hepta,high,Single,,15.0,53.0322265625,LCD,a,673.04,323804,4790.0,29.0
1017,1221,0.5,139,1895,1976,2438,13,11,10,No,4,single,low,Single,1.0,7.0,27.51953125,Touch,b,1006.69,3744520,449.09090909090907,122.1
1018,1000,0.7,179,1537,1761,3744,11,1,7,Yes,2,octa,low,Single,12.0,18.0,62.37109375,LCD,b,1106.85,2706657,4402.5,142.85714285714286
1019,1986,0.2,162,236,1520,1377,5,3,15,No,4,quad,high,Dual,3.0,20.0,63.3271484375,Touch,b,694.53,358720,1266.6666666666667,132.4
1020,1119,0.4,164,821,915,3520,7,4,7,No,4,quad,low,Dual,,1.0,22.78515625,LCD,none,843.3,751215,571.875,159.85714285714286
1021,1699,0.5,97,466,1768,3796,17,10,12,No,2,quad,low,Dual,1.0,3.0,58.4306640625,Touch,n,803.64,823888,442.0,141.58333333333334
1022,1099,0.3,146,393,1096,1699,17,10,3,No,4,triple,low,Single,13.0,20.0,60.2216796875,Touch,g,767.82,430728,274.0,366.3333333333333
1023,1576,0.2,90,400,631,336,14,8,13,No,3,triple,high,Single,7.0,16.0,56.9736328125,Touch,n,711.92,252400,197.1875,121.23076923076923
1024,950,0.1,156,774,843,1095,14,12,13,Yes,2,penta,low,Single,9.0,10.0,54.5126953125,Touch,none,534.19,652482,175.625,73.07692307692308
1025,1081,1.0,99,284,519,325,9,1,6,Yes,2,triple,high,Dual,13.0,17.0,48.302734375,LCD,a,399.29,147396,1297.5,180.16666666666666
1026,606,0.2,146,465,1152,1223,19,12,7,No,4,quad,high,Single,1.0,2.0,52.3408203125,LCD,none,713.36,535680,240.0,86.57142857142857
1027,502,0.2,199,705,1810,1649,6,1,14,No,2,dual,medium,Dual,7.0,12.0,36.6416015625,Touch,none,504.36,1276050,4525.0,35.857142857142854
1028,957,0.1,160,38,1682,1898,12,4,3,Yes,4,dual,low,Single,,,3.8466796875,Touch,none,739.98,63916,1051.25,319.0
1029,1658,0.3,159,51,739,2609,12,11,19,Yes,4,penta,medium,Dual,,,36.994140625,LCD,none,1061.2,37689,167.95454545454547,87.26315789473684
1030,1681,0.3,167,850,1005,2265,5,3,20,Yes,3,single,high,Dual,6.0,7.0,18.2041015625,Touch,a,883.99,854250,837.5,84.05
1031,1983,1.0,87,349,676,2775,9,4,3,Yes,2,hexa,low,Dual,3.0,10.0,42.6083984375,Touch,a,646.07,235924,422.5,661.0
1032,1753,0.9,113,387,1595,1445,17,16,12,No,4,hepta,medium,Single,8.0,17.0,11.80078125,Touch,b,745.82,617265,249.21875,146.08333333333334
1033,1632,0.1,132,706,1623,2614,5,4,15,Yes,3,quad,medium,Single,,1.0,40.623046875,LCD,none,1212.2,1145838,1014.375,108.8
1034,1949,0.3,145,951,1178,356,5,3,19,Yes,2,hepta,medium,Single,7.0,11.0,56.1171875,LCD,none,630.41,1120278,981.6666666666667,102.57894736842105
1035,1696,0.9,97,179,772,523,5,0,4,No,2,triple,medium,Single,1.0,2.0,13.5810546875,Touch,b,468.09,138188,inf,424.0
1036,688,0.8,131,426,1964,3745,17,1,4,No,2,hepta,high,Dual,,3.0,56.201171875,Touch,none,1417.35,836664,4910.0,172.0
1037,1104,0.4,199,653,1413,1229,6,0,3,No,4,dual,medium,Single,1.0,13.0,58.720703125,Touch,n,856.68,922689,inf,368.0
1038,1122,0.6,184,1578,1963,1402,14,10,3,No,2,triple,high,Single,,4.0,28.11328125,Touch,none,1000.21,3097614,490.75,374.0
1039,504,0.9,172,280,1795,2085,13,5,8,Yes,4,penta,low,Dual,2.0,14.0,45.4248046875,LCD,none,807.4,502600,897.5,63.0
1040,1154,0.7,156,251,1801,587,8,3,4,No,4,hepta,low,Single,12.0,14.0,14.1103515625,Touch,b,665.97,452051,1500.8333333333335,288.5
1041,1727,0.6,85,1463,1992,2457,19,13,7,No,4,hepta,medium,Single,2.0,8.0,61.8828125,LCD,g,1214.74,2914296,383.0769230769231,246.71428571428572
1042,1674,0.2,89,1432,1649,2030,7,0,6,No,4,triple,high,Dual,,7.0,50.9716796875,LCD,none,1198.46,2361368,inf,279.0
1043,1948,0.2,135,477,571,816,16,2,3,No,4,dual,high,Dual,5.0,14.0,18.357421875,LCD,none,999.23,272367,713.75,649.3333333333334
1044,1218,0.8,150,1122,1746,1667,10,0,12,Yes,2,hepta,high,Dual,3.0,14.0,38.4384765625,LCD,none,690.34,1959012,inf,101.5
1045,531,0.7,189,145,1903,2958,17,1,19,No,2,hepta,medium,Single,10.0,14.0,61.5087890625,Touch,none,506.57,275935,4757.5,27.94736842105263
1046,1057,0.5,154,416,1055,3705,6,4,13,No,3,penta,medium,Single,4.0,13.0,5.255859375,LCD,none,969.89,438880,659.375,81.3076923076923
1047,576,0.8,162,847,893,2800,11,6,16,No,2,octa,medium,Single,1.0,5.0,29.595703125,Touch,n,841.83,756371,372.08333333333337,36.0
1048,1960,0.2,165,868,877,3773,11,9,6,Yes,2,hepta,medium,Single,1.0,9.0,7.30078125,Touch,a,1155.9,761236,243.61111111111111,326.6666666666667
1049,673,0.1,88,594,1088,2050,7,2,17,Yes,4,single,medium,Dual,3.0,5.0,21.966796875,Touch,none,746.28,646272,1360.0,39.588235294117645
1050,718,0.8,88,518,830,1754,17,11,9,No,4,single,low,Dual,,7.0,20.90625,LCD,g,703.76,429940,188.63636363636363,79.77777777777777
1051,864,0.3,103,663,1805,1904,12,8,13,No,4,triple,medium,Single,3.0,7.0,34.44140625,Touch,b,852.98,1196715,564.0625,66.46153846153847
1052,547,0.4,154,371,541,2705,17,3,10,No,3,penta,medium,Dual,1.0,4.0,36.779296875,Touch,none,894.19,200711,450.83333333333337,54.7
1053,623,0.1,102,1749,1781,3537,16,13,3,Yes,4,octa,low,Single,1.0,7.0,3.5615234375,LCD,g,938.91,3114969,342.5,207.66666666666666
1054,1793,0.4,154,586,722,1370,16,3,19,No,3,penta,low,Dual,11.0,13.0,26.9375,LCD,n,728.62,423092,601.6666666666666,94.36842105263158
1055,1720,0.1,137,409,646,1222,13,2,7,Yes,2,dual,low,Dual,,3.0,18.8369140625,LCD,none,337.99,264214,807.5,245.71428571428572
1056,812,1.0,106,35,1309,3102,6,0,2,No,2,quad,low,Dual,1.0,7.0,62.9873046875,LCD,none,998.59,45815,inf,406.0
1057,980,0.9,160,1008,1758,2268,7,5,4,Yes,4,hexa,low,Single,,,32.5634765625,Touch,none,958.17,1772064,879.0,245.0
1058,643,0.2,187,442,1079,2648,7,5,18,No,4,octa,medium,Single,9.0,12.0,18.08984375,Touch,n,874.98,476918,539.5,35.72222222222222
1059,1925,0.8,175,983,1087,2173,7,3,19,No,4,octa,high,Dual,,11.0,15.939453125,Touch,none,1040.8,1068521,905.8333333333333,101.3157894736842
1060,1408,0.1,151,875,982,3162,19,18,3,Yes,3,quad,high,Single,3.0,6.0,31.8369140625,LCD,none,938.38,859250,136.38888888888889,469.3333333333333
1061,1522,0.2,124,952,1191,1368,14,5,17,Yes,3,single,low,Dual,4.0,5.0,27.853515625,LCD,b,734.49,1133832,595.5,89.52941176470588
1062,587,0.6,111,244,1361,2746,10,4,7,Yes,4,single,high,Single,16.0,17.0,50.583984375,LCD,b,815.64,332084,850.625,83.85714285714286
1063,1959,0.7,191,65,1055,619,7,4,8,No,3,hexa,low,Dual,5.0,20.0,17.626953125,Touch,a,524.88,68575,659.375,244.875
1064,1872,0.7,89,1749,1767,724,17,3,9,No,3,hexa,low,Dual,3.0,6.0,16.9931640625,LCD,g,909.33,3090483,1472.5,208.0
1065,1043,0.1,111,716,1626,912,16,9,6,Yes,2,triple,low,Single,7.0,8.0,41.591796875,Touch,none,503.0,1164216,451.66666666666663,173.83333333333334
1066,1809,0.7,123,433,1661,2784,12,6,20,No,3,hexa,low,Single,6.0,19.0,23.220703125,Touch,b,1024.74,719213,692.0833333333333,90.45
1067,1703,0.2,92,134,521,793,7,3,17,Yes,4,hexa,low,Single,5.0,7.0,22.6572265625,Touch,none,915.69,69814,434.16666666666663,100.17647058823529
1068,1095,0.5,197,179,1247,560,9,1,10,Yes,3,single,low,Single,4.0,5.0,44.69140625,Touch,none,503.74,223213,3117.5,109.5
1069,1414,0.6,137,804,1564,312,5,2,8,No,2,quad,high,Single,1.0,20.0,26.673828125,LCD,b,607.58,1257456,1955.0,176.75
1070,1659,0.1,88,787,1515,545,12,0,9,Yes,2,hepta,high,Single,2.0,18.0,40.546875,Touch,a,701.29,1192305,inf,184.33333333333334
1071,1540,0.8,197,704,822,1591,19,0,2,No,3,hepta,low,Dual,1.0,12.0,59.2822265625,LCD,n,928.59,578688,inf,770.0
1072,1342,0.6,86,991,1638,2746,15,5,10,No,4,hepta,medium,Single,,1.0,30.6884765625,Touch,none,1187.5,1623258,819.0,134.2
1073,1189,0.5,198,379,932,893,9,6,13,Yes,3,triple,high,Single,13.0,14.0,7.919921875,Touch,none,602.44,353228,388.33333333333337,91.46153846153847
1074,518,0.6,128,489,710,2514,16,12,7,Yes,4,hexa,high,Single,,,60.6025390625,Touch,a,887.25,347190,147.91666666666666,74.0
1075,1449,0.2,144,1518,1883,1032,10,0,8,No,4,single,low,Dual,3.0,12.0,9.724609375,Touch,a,876.08,2858394,inf,181.125
1076,516,0.4,91,855,1401,819,8,0,10,No,4,penta,medium,Dual,,7.0,38.53515625,Touch,a,684.05,1197855,inf,51.6
1077,1569,0.9,111,1261,1383,3672,15,2,15,No,3,triple,low,Dual,8.0,16.0,57.8173828125,LCD,a,902.01,1743963,1728.75,104.6
1078,1312,0.9,156,115,1791,3833,14,13,17,Yes,2,hexa,low,Dual,,,23.849609375,Touch,none,1025.86,205965,344.4230769230769,77.17647058823529
1079,1893,0.1,179,1203,1432,1482,15,7,17,Yes,2,octa,low,Dual,1.0,3.0,22.8603515625,Touch,none,876.82,1722696,511.42857142857144,111.3529411764706
1080,1076,0.2,105,545,1300,2043,7,5,14,No,2,penta,high,Single,3.0,4.0,13.8349609375,LCD,none,762.2,708500,650.0,76.85714285714286
1081,530,0.9,118,818,1090,1229,16,11,2,Yes,2,hexa,high,Single,1.0,2.0,39.6728515625,Touch,none,466.8,891620,247.72727272727275,265.0
1082,1044,0.6,129,42,1262,1816,17,16,15,Yes,3,quad,high,Dual,7.0,13.0,32.8232421875,LCD,g,750.07,53004,197.1875,69.6
1083,1330,0.7,126,1103,1637,2166,10,1,4,No,3,hepta,medium,Single,11.0,20.0,36.724609375,LCD,none,810.23,1805611,4092.5,332.5
1084,1836,0.7,104,168,1068,2469,18,6,7,No,3,penta,medium,Dual,,1.0,14.255859375,Touch,g,766.84,179424,445.0,262.2857142857143
1085,1741,0.1,140,719,755,2575,13,10,7,Yes,4,penta,low,Single,1.0,3.0,54.3154296875,Touch,n,787.82,542845,188.75,248.71428571428572
1086,1869,0.4,152,163,874,1375,15,3,19,No,4,single,high,Single,,13.0,29.8076171875,LCD,none,816.49,142462,728.3333333333333,98.36842105263158
1087,1331,0.9,146,1162,1531,1732,6,2,11,No,3,triple,low,Single,8.0,15.0,54.41796875,LCD,g,834.24,1779022,1913.75,121.0
1088,1655,0.1,105,626,1348,673,10,3,12,Yes,4,triple,low,Dual,6.0,12.0,4.1279296875,LCD,none,792.35,843848,1123.3333333333333,137.91666666666666
1089,605,0.9,162,329,656,2301,15,9,8,No,4,dual,medium,Single,9.0,14.0,18.537109375,LCD,none,738.89,215824,182.22222222222223,75.625
1090,1245,0.7,105,330,1434,2676,17,8,7,Yes,3,penta,low,Single,2.0,3.0,29.447265625,LCD,none,769.25,473220,448.125,177.85714285714286
1091,1709,0.8,136,956,1292,1781,18,3,17,Yes,4,dual,low,Single,8.0,10.0,57.0419921875,LCD,none,915.23,1235152,1076.6666666666667,100.52941176470588
1092,846,0.1,123,1140,1983,2248,16,8,13,Yes,4,quad,high,Single,,15.0,57.3330078125,LCD,none,1032.23,2260620,619.6875,65.07692307692308
