id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,cores_ord,speed_ord,wifi_ord,sim_ord,bluetooth_bin,screen_bin
991,860,0.5,187,335,1463,1870,17,2,18,Yes,3,hepta,medium,Dual,13.0,18.0,48484,LCD,none,606,7,2,1,1,1,0
992,1090,0.1,91,1638,1910,1352,5,1,11,No,2,quad,medium,Dual,5.0,16.0,27619,Touch,none,891,4,2,1,1,0,1
993,686,0.3,91,1109,1392,570,7,6,19,Yes,2,hexa,low,Single,11.0,15.0,3126,Touch,none,517,6,1,1,2,1,1
994,818,0.9,177,111,510,546,12,6,7,No,3,hexa,medium,Single,14.0,15.0,43665,Touch,a,535,6,2,5,2,0,1
995,1456,0.2,193,1285,1427,3624,12,11,16,No,3,triple,medium,Dual,5.0,20.0,49632,Touch,none,1241,3,2,1,1,0,1
996,774,0.5,188,1480,1731,2944,8,6,2,No,4,dual,low,Dual,2.0,9.0,10507,Touch,b,1005,2,1,4,1,0,1
997,1068,0.9,197,322,875,1209,19,12,12,No,4,octa,low,Dual,0.0,9.0,19507,Touch,none,757,8,1,1,1,0,1
998,1373,0.9,141,1220,1348,2752,15,2,7,Yes,4,hexa,medium,Dual,1.0,12.0,29527,Touch,g,969,6,2,3,1,1,1
999,1777,0.6,188,511,616,3868,5,1,7,Yes,2,hexa,high,Single,3.0,5.0,20461,Touch,b,880,6,3,4,2,1,1
1000,594,0.1,132,1011,1263,3087,16,4,4,No,4,penta,low,Single,2.0,3.0,28693,Touch,n,1043,5,1,2,2,0,1
1001,1524,0.5,124,629,635,947,11,4,16,No,2,dual,high,Dual,5.0,12.0,57765,Touch,b,657,2,3,4,1,0,1
1002,511,0.1,175,140,622,1484,9,7,8,Yes,3,triple,low,Dual,12.0,16.0,50728,LCD,none,633,3,1,1,1,1,0
1003,1402,0.3,87,1081,1767,347,17,0,12,Yes,3,hepta,low,Dual,3.0,12.0,46358,LCD,n,708,7,1,2,1,1,0
1004,965,1.0,131,297,653,3227,12,6,8,Yes,3,octa,low,Single,15.0,19.0,53393,LCD,none,1204,8,1,1,2,1,0
1005,1270,0.5,104,1512,1716,3299,13,4,16,Yes,2,penta,high,Single,0.0,1.0,58150,LCD,g,853,5,3,3,2,1,0
1006,919,0.3,159,275,570,1028,8,4,17,No,3,single,low,Dual,11.0,15.0,14059,LCD,none,533,1,1,1,1,0,0
1007,1963,0.1,157,1136,1813,714,18,2,2,Yes,4,dual,medium,Single,16.0,17.0,34588,LCD,n,802,2,2,2,2,1,0
1008,1977,0.4,173,1145,1356,2641,8,2,7,No,2,octa,medium,Dual,2.0,6.0,31458,LCD,none,1281,8,2,1,1,0,0
1009,1881,0.3,158,477,1553,1229,12,0,14,No,3,penta,medium,Single,4.0,7.0,51651,LCD,none,777,5,2,1,2,0,0
1010,683,0.9,173,954,1985,2622,16,3,5,No,2,quad,low,Single,5.0,17.0,19462,LCD,b,761,4,1,4,2,0,0
1011,772,0.1,100,741,1471,929,13,6,18,No,2,dual,high,Dual,7.0,10.0,6302,Touch,a,507,2,3,5,1,0,1
1012,536,0.7,135,547,705,1211,15,10,7,Yes,4,triple,medium,Single,0.0,0.0,53827,LCD,a,747,3,2,5,2,1,0
1013,1694,1.0,186,1194,1208,1653,7,5,6,No,3,hexa,medium,Single,0.0,0.0,53833,LCD,none,968,6,2,1,2,0,0
1014,1633,0.9,111,146,906,511,9,0,7,No,4,dual,medium,Dual,3.0,19.0,33397,Touch,none,871,2,2,1,1,0,1
1015,1371,0.5,167,471,663,3034,13,6,8,No,2,quad,low,Single,4.0,19.0,53055,LCD,none,759,4,1,1,2,0,0
1016,551,0.1,172,169,1916,1414,6,1,19,Yes,4,hepta,high,Single,0.0,15.0,54305,LCD,a,673,7,3,5,2,1,0
1017,1221,0.5,139,1895,1976,2438,13,11,10,No,4,single,low,Single,1.0,7.0,28180,Touch,b,1006,1,1,4,2,0,1
1018,1000,0.7,179,1537,1761,3744,11,1,7,Yes,2,octa,low,Single,12.0,18.0,63868,LCD,b,1106,8,1,4,2,1,0
1019,1986,0.2,162,236,1520,1377,5,3,15,No,4,quad,high,Dual,3.0,20.0,64847,Touch,b,694,4,3,4,1,0,1
1020,1119,0.4,164,821,915,3520,7,4,7,No,4,quad,low,Dual,0.0,1.0,23332,LCD,none,843,4,1,1,1,0,0
1021,1699,0.5,97,466,1768,3796,17,10,12,No,2,quad,low,Dual,1.0,3.0,59833,Touch,n,803,4,1,2,1,0,1
1022,1099,0.3,146,393,1096,1699,17,10,3,No,4,triple,low,Single,13.0,20.0,61667,Touch,g,767,3,1,3,2,0,1
1023,1576,0.2,90,400,631,336,14,8,13,No,3,triple,high,Single,7.0,16.0,58341,Touch,n,711,3,3,2,2,0,1
1024,950,0.1,156,774,843,1095,14,12,13,Yes,2,penta,low,Single,9.0,10.0,55821,Touch,none,534,5,1,1,2,1,1
1025,1081,1.0,99,284,519,325,9,1,6,Yes,2,triple,high,Dual,13.0,17.0,49462,LCD,a,399,3,3,5,1,1,0
1026,606,0.2,146,465,1152,1223,19,12,7,No,4,quad,high,Single,1.0,2.0,53597,LCD,none,713,4,3,1,2,0,0
1027,502,0.2,199,705,1810,1649,6,1,14,No,2,dual,medium,Dual,7.0,12.0,37521,Touch,none,504,2,2,1,1,0,1
1028,957,0.1,160,38,1682,1898,12,4,3,Yes,4,dual,low,Single,0.0,0.0,3939,Touch,none,739,2,1,1,2,1,1
1029,1658,0.3,159,51,739,2609,12,11,19,Yes,4,penta,medium,Dual,0.0,0.0,37882,LCD,none,1061,5,2,1,1,1,0
1030,1681,0.3,167,850,1005,2265,5,3,20,Yes,3,single,high,Dual,6.0,7.0,18641,Touch,a,883,1,3,5,1,1,1
1031,1983,1.0,87,349,676,2775,9,4,3,Yes,2,hexa,low,Dual,3.0,10.0,43631,Touch,a,646,6,1,5,1,1,1
1032,1753,0.9,113,387,1595,1445,17,16,12,No,4,hepta,medium,Single,8.0,17.0,12084,Touch,b,745,7,2,4,2,0,1
1033,1632,0.1,132,706,1623,2614,5,4,15,Yes,3,quad,medium,Single,0.0,1.0,41598,LCD,none,1212,4,2,1,2,1,0
1034,1949,0.3,145,951,1178,356,5,3,19,Yes,2,hepta,medium,Single,7.0,11.0,57464,LCD,none,630,7,2,1,2,1,0
1035,1696,0.9,97,179,772,523,5,0,4,No,2,triple,medium,Single,1.0,2.0,13907,Touch,b,468,3,2,4,2,0,1
1036,688,0.8,131,426,1964,3745,17,1,4,No,2,hepta,high,Dual,0.0,3.0,57550,Touch,none,1417,7,3,1,1,0,1
1037,1104,0.4,199,653,1413,1229,6,0,3,No,4,dual,medium,Single,1.0,13.0,60130,Touch,n,856,2,2,2,2,0,1
1038,1122,0.6,184,1578,1963,1402,14,10,3,No,2,triple,high,Single,0.0,4.0,28788,Touch,none,1000,3,3,1,2,0,1
1039,504,0.9,172,280,1795,2085,13,5,8,Yes,4,penta,low,Dual,2.0,14.0,46515,LCD,none,807,5,1,1,1,1,0
1040,1154,0.7,156,251,1801,587,8,3,4,No,4,hepta,low,Single,12.0,14.0,14449,Touch,b,665,7,1,4,2,0,1
1041,1727,0.6,85,1463,1992,2457,19,13,7,No,4,hepta,medium,Single,2.0,8.0,63368,LCD,g,1214,7,2,3,2,0,0
1042,1674,0.2,89,1432,1649,2030,7,0,6,No,4,triple,high,Dual,0.0,7.0,52195,LCD,none,1198,3,3,1,1,0,0
1043,1948,0.2,135,477,571,816,16,2,3,No,4,dual,high,Dual,5.0,14.0,18798,LCD,none,999,2,3,1,1,0,0
1044,1218,0.8,150,1122,1746,1667,10,0,12,Yes,2,hepta,high,Dual,3.0,14.0,39361,LCD,none,690,7,3,1,1,1,0
1045,531,0.7,189,145,1903,2958,17,1,19,No,2,hepta,medium,Single,10.0,14.0,62985,Touch,none,506,7,2,1,2,0,1
1046,1057,0.5,154,416,1055,3705,6,4,13,No,3,penta,medium,Single,4.0,13.0,5382,LCD,none,969,5,2,1,2,0,0
1047,576,0.8,162,847,893,2800,11,6,16,No,2,octa,medium,Single,1.0,5.0,30306,Touch,n,841,8,2,2,2,0,1
1048,1960,0.2,165,868,877,3773,11,9,6,Yes,2,hepta,medium,Single,1.0,9.0,7476,Touch,a,1155,7,2,5,2,1,1
1049,673,0.1,88,594,1088,2050,7,2,17,Yes,4,single,medium,Dual,3.0,5.0,22494,Touch,none,746,1,2,1,1,1,1
1050,718,0.8,88,518,830,1754,17,11,9,No,4,single,low,Dual,0.0,7.0,21408,LCD,g,703,1,1,3,1,0,0
1051,864,0.3,103,663,1805,1904,12,8,13,No,4,triple,medium,Single,3.0,7.0,35268,Touch,b,852,3,2,4,2,0,1
1052,547,0.4,154,371,541,2705,17,3,10,No,3,penta,medium,Dual,1.0,4.0,37662,Touch,none,894,5,2,1,1,0,1
1053,623,0.1,102,1749,1781,3537,16,13,3,Yes,4,octa,low,Single,1.0,7.0,3647,LCD,g,938,8,1,3,2,1,0
1054,1793,0.4,154,586,722,1370,16,3,19,No,3,penta,low,Dual,11.0,13.0,27584,LCD,n,728,5,1,2,1,0,0
1055,1720,0.1,137,409,646,1222,13,2,7,Yes,2,dual,low,Dual,0.0,3.0,19289,LCD,none,337,2,1,1,1,1,0
1056,812,1.0,106,35,1309,3102,6,0,2,No,2,quad,low,Dual,1.0,7.0,64499,LCD,none,998,4,1,1,1,0,0
1057,980,0.9,160,1008,1758,2268,7,5,4,Yes,4,hexa,low,Single,0.0,0.0,33345,Touch,none,958,6,1,1,2,1,1
1058,643,0.2,187,442,1079,2648,7,5,18,No,4,octa,medium,Single,9.0,12.0,18524,Touch,n,874,8,2,2,2,0,1
1059,1925,0.8,175,983,1087,2173,7,3,19,No,4,octa,high,Dual,0.0,11.0,16322,Touch,none,1040,8,3,1,1,0,1
1060,1408,0.1,151,875,982,3162,19,18,3,Yes,3,quad,high,Single,3.0,6.0,32601,LCD,none,938,4,3,1,2,1,0
1061,1522,0.2,124,952,1191,1368,14,5,17,Yes,3,single,low,Dual,4.0,5.0,28522,LCD,b,734,1,1,4,1,1,0
1062,587,0.6,111,244,1361,2746,10,4,7,Yes,4,single,high,Single,16.0,17.0,51798,LCD,b,815,1,3,4,2,1,0
1063,1959,0.7,191,65,1055,619,7,4,8,No,3,hexa,low,Dual,5.0,20.0,18050,Touch,a,524,6,1,5,1,0,1
1064,1872,0.7,89,1749,1767,724,17,3,9,No,3,hexa,low,Dual,3.0,6.0,17401,LCD,g,909,6,1,3,1,0,0
1065,1043,0.1,111,716,1626,912,16,9,6,Yes,2,triple,low,Single,7.0,8.0,42590,Touch,none,503,3,1,1,2,1,1
1066,1809,0.7,123,433,1661,2784,12,6,20,No,3,hexa,low,Single,6.0,19.0,23778,Touch,b,1024,6,1,4,2,0,1
1067,1703,0.2,92,134,521,793,7,3,17,Yes,4,hexa,low,Single,5.0,7.0,23201,Touch,none,915,6,1,1,2,1,1
1068,1095,0.5,197,179,1247,560,9,1,10,Yes,3,single,low,Single,4.0,5.0,45764,Touch,none,503,1,1,1,2,1,1
1069,1414,0.6,137,804,1564,312,5,2,8,No,2,quad,high,Single,1.0,20.0,27314,LCD,b,607,4,3,4,2,0,0
1070,1659,0.1,88,787,1515,545,12,0,9,Yes,2,hepta,high,Single,2.0,18.0,41520,Touch,a,701,7,3,5,2,1,1
1071,1540,0.8,197,704,822,1591,19,0,2,No,3,hepta,low,Dual,1.0,12.0,60705,LCD,n,928,7,1,2,1,0,0
1072,1342,0.6,86,991,1638,2746,15,5,10,No,4,hepta,medium,Single,0.0,1.0,31425,Touch,none,1187,7,2,1,2,0,1
1073,1189,0.5,198,379,932,893,9,6,13,Yes,3,triple,high,Single,13.0,14.0,8110,Touch,none,602,3,3,1,2,1,1
1074,518,0.6,128,489,710,2514,16,12,7,Yes,4,hexa,high,Single,0.0,0.0,62057,Touch,a,887,6,3,5,2,1,1
1075,1449,0.2,144,1518,1883,1032,10,0,8,No,4,single,low,Dual,3.0,12.0,9958,Touch,a,876,1,1,5,1,0,1
1076,516,0.4,91,855,1401,819,8,0,10,No,4,penta,medium,Dual,0.0,7.0,39460,Touch,a,684,5,2,5,1,0,1
1077,1569,0.9,111,1261,1383,3672,15,2,15,No,3,triple,low,Dual,8.0,16.0,59205,LCD,a,902,3,1,5,1,0,0
1078,1312,0.9,156,115,1791,3833,14,13,17,Yes,2,hexa,low,Dual,0.0,0.0,24422,Touch,none,1025,6,1,1,1,1,1
1079,1893,0.1,179,1203,1432,1482,15,7,17,Yes,2,octa,low,Dual,1.0,3.0,23409,Touch,none,876,8,1,1,1,1,1
1080,1076,0.2,105,545,1300,2043,7,5,14,No,2,penta,high,Single,3.0,4.0,14167,LCD,none,762,5,3,1,2,0,0
1081,530,0.9,118,818,1090,1229,16,11,2,Yes,2,hexa,high,Single,1.0,2.0,40625,Touch,none,466,6,3,1,2,1,1
1082,1044,0.6,129,42,1262,1816,17,16,15,Yes,3,quad,high,Dual,7.0,13.0,33611,LCD,g,750,4,3,3,1,1,0
1083,1330,0.7,126,1103,1637,2166,10,1,4,No,3,hepta,medium,Single,11.0,20.0,37606,LCD,none,810,7,2,1,2,0,0
1084,1836,0.7,104,168,1068,2469,18,6,7,No,3,penta,medium,Dual,0.0,1.0,14598,Touch,g,766,5,2,3,1,0,1
1085,1741,0.1,140,719,755,2575,13,10,7,Yes,4,penta,low,Single,1.0,3.0,55619,Touch,n,787,5,1,2,2,1,1
1086,1869,0.4,152,163,874,1375,15,3,19,No,4,single,high,Single,0.0,13.0,30523,LCD,none,816,1,3,1,2,0,0
1087,1331,0.9,146,1162,1531,1732,6,2,11,No,3,triple,low,Single,8.0,15.0,55724,LCD,g,834,3,1,3,2,0,0
1088,1655,0.1,105,626,1348,673,10,3,12,Yes,4,triple,low,Dual,6.0,12.0,4227,LCD,none,792,3,1,1,1,1,0
1089,605,0.9,162,329,656,2301,15,9,8,No,4,dual,medium,Single,9.0,14.0,18982,LCD,none,738,2,2,1,2,0,0
1090,1245,0.7,105,330,1434,2676,17,8,7,Yes,3,penta,low,Single,2.0,3.0,30154,LCD,none,769,5,1,1,2,1,0
1091,1709,0.8,136,956,1292,1781,18,3,17,Yes,4,dual,low,Single,8.0,10.0,58411,LCD,none,915,2,1,1,2,1,0
1092,846,0.1,123,1140,1983,2248,16,8,13,Yes,4,quad,high,Single,0.0,15.0,58709,LCD,none,1032,4,3,1,2,1,0
1093,1403,0.9,90,217,1623,921,14,13,18,Yes,3,quad,high,Dual,3.0,13.0,62369,LCD,none,708,4,3,1,1,1,0
1094,688,1.0,89,271,869,391,5,2,8,Yes,3,triple,medium,Single,0.0,2.0,2336,Touch,b,453,3,2,4,2,1,1
1095,775,0.1,185,444,1555,1719,19,3,18,Yes,4,hepta,high,Dual,1.0,14.0,10376,Touch,a,754,7,3,5,1,1,1
1096,1154,0.8,159,1003,1827,3262,16,15,16,No,4,penta,medium,Single,6.0,16.0,35184,LCD,none,945,5,2,1,2,0,0
1097,1375,0.1,194,227,772,1947,15,13,15,No,4,dual,low,Dual,2.0,3.0,35776,Touch,n,756,2,1,2,1,0,1
1098,1827,0.9,130,253,1764,2693,8,3,7,Yes,2,hepta,low,Single,4.0,9.0,61935,Touch,g,766,7,1,3,2,1,1
1099,1697,0.1,90,88,1046,441,15,1,11,No,4,quad,low,Single,0.0,0.0,60082,Touch,none,866,4,1,1,2,0,1
1100,741,0.3,178,334,594,1886,19,11,9,No,3,penta,medium,Single,1.0,13.0,14257,Touch,g,774,5,2,3,2,0,1
1101,1672,0.7,174,1281,1896,1267,17,4,20,Yes,4,single,low,Dual,13.0,20.0,32710,Touch,none,981,1,1,1,1,1,1
1102,514,0.1,186,168,1320,687,6,0,20,Yes,3,triple,low,Single,4.0,7.0,57845,Touch,b,535,3,1,4,2,1,1
1103,1375,0.1,105,898,1687,2890,17,1,12,Yes,2,single,medium,Dual,2.0,13.0,12572,LCD,none,1073,1,2,1,1,1,0
1104,989,0.7,124,46,1069,1737,8,5,10,Yes,4,single,medium,Dual,4.0,12.0,55587,LCD,g,808,1,2,3,1,1,0
1105,1510,0.7,138,118,1170,887,18,6,5,Yes,2,dual,high,Dual,11.0,13.0,47476,LCD,none,635,2,3,1,1,1,0
1106,1266,0.4,86,1187,1595,398,16,8,3,No,3,hepta,high,Single,1.0,2.0,18418,Touch,a,585,7,3,5,2,0,1
1107,1396,0.1,138,1191,1347,2389,7,3,15,No,2,hepta,high,Dual,0.0,1.0,46358,LCD,n,771,7,3,2,1,0,0
1108,808,0.8,161,526,1324,3431,15,6,13,No,2,single,high,Single,3.0,9.0,45653,Touch,n,931,1,3,2,2,0,1
1109,1542,0.8,182,346,966,3601,14,4,16,No,2,dual,high,Single,1.0,11.0,43561,LCD,none,876,2,3,1,2,0,0
1110,745,0.8,102,89,1538,2459,14,1,16,Yes,3,octa,low,Dual,5.0,10.0,35529,Touch,none,763,8,1,1,1,1,1
1111,1735,0.7,148,137,846,3230,6,1,9,Yes,4,hexa,medium,Dual,0.0,0.0,59580,Touch,none,1114,6,2,1,1,1,1
1112,586,0.3,188,1226,1389,3646,15,4,11,No,3,dual,low,Dual,1.0,5.0,57364,Touch,g,1054,2,1,3,1,0,1
1113,1341,0.4,107,473,574,2200,18,14,15,Yes,2,octa,medium,Dual,0.0,1.0,36231,Touch,none,740,8,2,1,1,1,1
1114,781,0.2,88,368,607,3862,17,10,9,Yes,2,dual,medium,Dual,1.0,7.0,64554,LCD,none,747,2,2,1,1,1,0
1115,501,0.5,174,239,1636,3077,17,3,17,Yes,2,hexa,low,Dual,14.0,20.0,22479,LCD,none,609,6,1,1,1,1,0
1116,1224,0.2,139,622,709,621,11,4,14,Yes,4,dual,medium,Dual,2.0,9.0,44541,Touch,b,671,2,2,4,1,1,1
1117,1970,0.3,80,654,882,2372,14,12,2,No,4,octa,medium,Dual,11.0,19.0,58743,Touch,none,1322,8,2,1,1,0,1
1118,618,0.9,138,853,1781,2574,14,3,5,Yes,4,dual,medium,Dual,0.0,1.0,63347,Touch,none,1153,2,2,1,1,1,1
1119,1537,0.8,158,686,1305,2857,17,14,2,No,4,quad,high,Single,11.0,17.0,46698,Touch,a,1308,4,3,5,2,0,1
1120,1018,0.6,153,992,1433,3143,17,12,20,No,2,octa,medium,Single,8.0,10.0,16120,Touch,none,653,8,2,1,2,0,1
1121,1545,0.1,173,115,1352,3197,14,9,6,No,4,penta,medium,Dual,15.0,20.0,35687,LCD,g,1140,5,2,3,1,0,0
1122,1871,0.4,144,275,1966,2727,15,8,11,No,4,octa,medium,Single,4.0,5.0,41783,LCD,none,1200,8,2,1,2,0,0
1123,1729,0.9,186,461,1178,1519,9,4,5,Yes,3,single,medium,Dual,1.0,6.0,12387,LCD,n,834,1,2,2,1,1,0
1124,680,0.1,131,1428,1500,2438,14,2,17,Yes,4,triple,medium,Dual,9.0,11.0,9761,LCD,none,1152,3,2,1,1,1,0
1125,1106,0.7,107,614,1212,2674,9,3,9,Yes,3,triple,medium,Single,4.0,9.0,54386,LCD,b,553,3,2,4,2,1,0
1126,635,0.3,97,193,989,2107,13,12,12,Yes,4,penta,low,Dual,1.0,13.0,50411,LCD,none,644,5,1,1,1,1,0
1127,618,0.2,143,1105,1602,2262,16,15,4,No,2,single,low,Single,8.0,14.0,16315,Touch,none,598,1,1,1,2,0,1
1128,1671,0.9,179,398,1263,815,16,6,10,No,3,octa,low,Dual,13.0,18.0,5888,Touch,b,711,8,1,4,1,0,1
1129,1562,0.1,105,480,728,2829,13,10,3,Yes,4,hepta,medium,Dual,0.0,9.0,52446,Touch,g,1087,7,2,3,1,1,1
1130,1975,0.9,151,775,1607,3022,13,5,19,Yes,2,single,medium,Dual,2.0,17.0,31295,LCD,a,853,1,2,5,1,1,0
1131,831,0.7,134,1482,1490,2573,16,12,18,Yes,4,octa,low,Single,2.0,9.0,62489,LCD,a,866,8,1,5,2,1,0
1132,1524,0.6,174,154,550,2678,16,5,13,Yes,3,quad,medium,Dual,0.0,1.0,10239,LCD,a,980,4,2,5,1,1,0
1133,1528,0.8,129,454,1762,1282,11,9,11,Yes,4,penta,medium,Dual,3.0,6.0,55730,Touch,a,662,5,2,5,1,1,1
1134,1447,0.2,155,737,1455,568,12,11,8,Yes,2,octa,high,Dual,2.0,16.0,9674,LCD,none,679,8,3,1,1,1,0
1135,1344,0.5,190,419,556,2074,8,1,5,No,3,single,medium,Single,1.0,3.0,14368,Touch,none,828,1,2,1,2,0,1
1136,564,0.7,130,853,1737,2227,9,2,14,No,3,dual,high,Dual,1.0,3.0,8428,LCD,g,847,2,3,3,1,0,0
1137,921,0.1,83,1211,1229,1080,10,0,6,No,2,dual,low,Dual,1.0,3.0,60964,LCD,a,625,2,1,5,1,0,0
1138,1413,0.2,200,314,1606,2867,5,4,15,Yes,2,hexa,medium,Single,2.0,6.0,11054,Touch,none,665,6,2,1,2,1,1
1139,831,0.5,86,172,1239,1075,12,11,3,No,3,hexa,high,Single,10.0,12.0,55425,Touch,none,653,6,3,1,2,0,1
1140,802,0.6,153,527,734,3063,17,13,4,No,2,penta,low,Dual,3.0,6.0,43656,Touch,none,904,5,1,1,1,0,1
1141,1923,1.0,86,874,1264,2479,9,2,15,No,3,quad,medium,Single,3.0,4.0,24471,Touch,none,809,4,2,1,2,0,1
1142,1193,0.4,196,674,864,2394,19,11,14,Yes,3,triple,high,Single,10.0,17.0,56588,Touch,none,895,3,3,1,2,1,1
1143,904,0.8,112,657,1014,2814,13,3,19,Yes,4,triple,medium,Dual,10.0,11.0,31154,LCD,none,813,3,2,1,1,1,0
1144,1285,1.0,140,475,500,2094,8,0,10,No,4,hepta,high,Single,1.0,2.0,51563,LCD,none,1023,7,3,1,2,0,0
1145,1635,0.6,182,1209,1411,2315,10,1,2,No,4,quad,high,Dual,0.0,0.0,2428,Touch,none,962,4,3,1,1,0,1
1146,1923,0.9,154,15,525,2519,13,0,16,No,4,quad,medium,Dual,5.0,6.0,14406,LCD,g,915,4,2,3,1,0,0
1147,1851,0.9,198,293,1967,735,7,6,14,Yes,4,hexa,medium,Dual,3.0,11.0,12715,LCD,n,711,6,2,2,1,1,0
1148,727,1.0,131,813,1377,1891,19,13,7,Yes,4,hepta,medium,Single,0.0,1.0,32493,LCD,b,842,7,2,4,2,1,0
1149,1396,0.1,118,173,1843,1386,7,1,8,No,4,hexa,medium,Dual,0.0,1.0,44435,Touch,b,619,6,2,4,1,0,1
1150,877,0.8,135,457,652,3260,14,12,6,No,4,single,medium,Dual,9.0,14.0,46532,LCD,none,943,1,2,1,1,0,0
1151,696,0.2,103,533,797,2022,14,11,4,Yes,4,triple,high,Single,11.0,13.0,35717,LCD,n,725,3,3,2,2,1,0
1152,1009,0.6,102,912,1043,1716,7,5,15,Yes,2,octa,medium,Dual,2.0,14.0,2392,LCD,none,816,8,2,1,1,1,0
1153,1526,0.3,116,798,1418,3317,7,1,8,No,4,penta,medium,Dual,2.0,6.0,38731,Touch,a,1160,5,2,5,1,0,1
1154,987,0.8,192,412,565,1454,11,3,8,No,3,hepta,medium,Dual,1.0,3.0,20632,Touch,none,700,7,2,1,1,0,1
1155,1414,0.5,101,130,887,2290,13,0,12,Yes,4,quad,medium,Dual,0.0,1.0,49459,Touch,none,713,4,2,1,1,1,1
1156,1732,0.3,172,201,656,3940,17,11,20,No,2,penta,low,Single,2.0,3.0,61637,Touch,g,908,5,1,3,2,0,1
1157,1587,0.9,148,299,874,461,17,4,4,Yes,3,octa,low,Single,0.0,15.0,50856,LCD,a,671,8,1,5,2,1,0
1158,1097,0.1,160,1277,1352,2219,15,6,12,No,4,hepta,low,Single,10.0,15.0,21609,LCD,g,1132,7,1,3,2,0,0
1159,504,0.5,178,626,1195,470,6,0,16,No,3,triple,high,Dual,0.0,0.0,39869,LCD,none,550,3,3,1,1,0,0
1160,1159,0.2,80,378,751,2495,10,0,9,No,4,octa,high,Single,13.0,18.0,28691,Touch,a,911,8,3,5,2,0,1
1161,1910,0.6,146,333,639,2944,8,7,2,No,3,hepta,medium,Single,0.0,2.0,29120,Touch,a,886,7,2,5,2,0,1
1162,865,0.1,159,805,1804,2361,16,11,19,No,3,triple,medium,Dual,8.0,9.0,59777,LCD,b,870,3,2,4,1,0,0
1163,1930,0.8,186,1901,1920,1783,17,3,13,Yes,2,octa,medium,Single,11.0,12.0,16884,LCD,n,915,8,2,2,2,1,0
1164,860,0.7,170,1573,1581,2832,13,7,20,Yes,4,triple,medium,Dual,8.0,13.0,40491,Touch,a,925,3,2,5,1,1,1
1165,1268,0.9,182,360,912,931,11,5,20,Yes,4,hexa,high,Single,9.0,17.0,42440,Touch,none,916,6,3,1,2,1,1
1166,999,0.1,167,20,745,1344,17,10,5,Yes,4,quad,medium,Dual,0.0,1.0,27467,LCD,none,827,4,2,1,1,1,0
1167,622,0.3,127,98,511,3916,13,1,5,No,4,dual,low,Single,0.0,0.0,9484,LCD,g,1263,2,1,3,2,0,0
1168,1250,0.2,182,703,1011,1882,14,1,14,Yes,2,hepta,medium,Single,8.0,20.0,44729,LCD,none,752,7,2,1,2,1,0
1169,763,0.3,104,273,1278,2865,11,6,9,Yes,4,penta,low,Single,9.0,12.0,51376,Touch,b,910,5,1,4,2,1,1
1170,1100,0.1,112,919,1344,757,12,2,16,Yes,3,octa,medium,Single,12.0,14.0,15520,Touch,b,551,8,2,4,2,1,1
1171,815,0.3,85,982,1291,3469,5,4,6,No,3,hexa,medium,Dual,4.0,12.0,51741,LCD,a,918,6,2,5,1,0,0
1172,618,0.2,88,879,896,2399,18,15,17,Yes,4,triple,low,Dual,2.0,7.0,57465,Touch,b,738,3,1,4,1,1,1
1173,553,0.7,136,1287,1892,3300,12,10,20,Yes,4,dual,medium,Dual,0.0,1.0,18501,LCD,none,863,2,2,1,1,1,0
1174,673,0.4,84,1109,1247,2719,19,2,9,Yes,3,dual,medium,Dual,2.0,9.0,3543,Touch,g,867,2,2,3,1,1,1
1175,563,0.3,115,211,684,3012,14,4,15,No,3,hepta,medium,Dual,3.0,12.0,47779,LCD,none,605,7,2,1,1,0,0
1176,1590,0.5,187,1058,1109,2836,6,5,4,No,4,quad,medium,Dual,12.0,15.0,14918,LCD,none,1007,4,2,1,1,0,0
1177,1031,0.1,121,532,1247,2385,11,7,16,Yes,4,dual,medium,Dual,2.0,9.0,11609,LCD,none,1123,2,2,1,1,1,0
1178,909,0.4,97,290,773,594,12,0,4,Yes,3,triple,low,Dual,9.0,10.0,30094,Touch,a,663,3,1,5,1,1,1
1179,1880,0.6,104,890,1019,2968,9,0,3,No,4,quad,low,Single,0.0,1.0,7282,Touch,none,1380,4,1,1,2,0,1
1180,1479,0.1,146,327,645,3762,12,10,5,Yes,4,hexa,medium,Dual,0.0,0.0,24703,LCD,none,885,6,2,1,1,1,0
1181,1271,0.9,161,1260,1788,892,15,13,20,No,2,single,medium,Dual,0.0,1.0,2227,Touch,none,655,1,2,1,1,0,1
1182,709,0.1,81,570,1422,467,17,11,5,No,4,octa,medium,Single,11.0,15.0,13055,Touch,b,640,8,2,4,2,0,1
1183,1744,0.7,158,621,1558,345,10,6,14,No,4,single,high,Single,0.0,0.0,62466,LCD,none,795,1,3,1,2,0,0
1184,1314,0.8,116,328,1858,3033,9,8,17,Yes,4,hepta,medium,Single,0.0,1.0,40877,Touch,a,1241,7,2,5,2,1,1
1185,1136,0.9,150,1307,1767,2110,9,5,16,No,4,hexa,low,Single,0.0,2.0,9405,LCD,g,1022,6,1,3,2,0,0
1186,1039,0.3,125,497,618,3105,14,8,5,Yes,2,octa,high,Single,11.0,13.0,56499,Touch,a,851,8,3,5,2,1,1
